Brand;Description;Final_price;Original_price;Discount;Regular_price
GALLO;Risotto Gallo 4 Quesos X240g;$1.895;;;Precio regular: $7.895,83 x kg
ROYAL;Flan Royal Vainilla 60g;$295;;;Precio regular: $1.843,75 x 100 gr.
LA CAMPAGNOLA;Mayonesa La Campagnola X500gr;$612;$816;-25%;Precio regular: $1.632 x kg
OLIOVITA;Aceite De Oliva Oliovita Mediterráneo 500 Ml;$6.955,69;;;Precio regular: $13.911,38 x lt
BAMBOO;Pochoclo Orgánico Sal Marina Bamboo 60g;$632,32;;;Precio regular: $1.053,87 x kg
CUISINE & CO NBE MP;Budin Marmolado 170gr Cuisine&co;$535,39;$892,32;-40%;Precio regular: $5.248,94 x kg
BIMBO;Budin Bimbo Marmolado X170g;$411,6;$686;-40%;Precio regular: $4.035,29 x kg
ALICANTE;Condimento Alicante Pizza X50gr;$973;;;Precio regular: $1.946 x 100 gr.
EQUALSWEET;Endulzante Equalsweet En Polvo Sobres 80 Gr;$1.816,62;;;Precio regular: $22.707,75 x kg
AGUILA;Aguila Baño De Reposteria Sin Amargo150g;$549,75;$733;-25%;Precio regular: $4.886,67 x kg
DON SATUR;Budin Don Satur Con Chips X190gr;$426;$710;-40%;Precio regular: $3.736,84 x kg
NESCAFE;Nescafé® Dolca Cookies & Cream X 125gr;$992,39;;;Precio regular: $7.939,12 x kg
ARCOR;Salsa Arcor Rosa X340g;$466;;;Precio regular: $1.370,59 x kg
OLIOVITA;Aceite De Oliva Oliovita Clasica 1 L;$16.980,65;;;Precio regular: $16.980,65 x lt
KING;Mani King Salado Con Piel X 500 Gr;$1.824,9;$2.807,54;-35%;Precio regular: $5.615,08 x kg
VAUQUITA;Tableta Vauquita Light 4 U;$999,52;2x1;Llevando 2: $499.76 c/u;Precio regular: $11.358,18 x kg
GRANIX;Granola Granix Cereal, Coco Y Miel 350g;$973,37;;;Precio regular: $2.781,06 x kg
DOS ANCLAS;Pimienta Negra Dos Anclas En Grano 50 Gr;$1.267;;;Precio regular: $2.534 x 100 gr.
GEORGALOS;Flynn Bolsa Surtida 128 Grs;$472,61;;;Precio regular: $3.692,27 x kg
AMANDA;Yerba Amanda Con Palo;$1.384;;;Precio regular: $2.768 x kg
BAMBOO;Pochoclo Sweet & Salty Bamboo 80g;$632,32;;;Precio regular: $790,4 x kg
NESTLE;Nestlé® Diplomata Chocolate Con Castañas X 80 Gr;$741,18;3x2;Llevando 3: $494.12 c/u;Precio regular: $9.264,75 x kg
NESTLE;Nestlé® Classic Duo Chocolate X 80gr;$882,92;3x2;Llevando 3: $588.61 c/u;Precio regular: $11.036,5 x kg
TRIO;Pepas Alemanas Trio 300gr;$794,92;;;Precio regular: $2.649,73 x kg
EXQUISITA;Gelatina Exquisita Light Frutilla 25gr;$208,39;;;Precio regular: $833,56 x 100 gr.
CRUZ DE MALTA;Yerba Cruz De Malta Trad S Tacc 500g;$1.676,66;;;Precio regular: $3.353,32 x kg
LA PARMESANA;Esencia De Vainilla La Parmesana 110 Ml;$430,76;;;Precio regular: $3.916 x lt
CADBURY;Chocolate Cadbury Intense 25g;$395;3x2;Llevando 3: $263.33 c/u;Precio regular: $1.580 x 100 gr.
PATAGONIA BERRIES;Dulce Patagonia Berries Frutilla 350 Gr;Llevando 2: $NaN c/u;;;Precio regular: $9.893,43 x kg
CRAZY;Chupetin Crazy Pop Frutilla X 12 Gr;$442;;;Precio regular: $3.683,33 x 100 gr.
CUISINE & CO NBE MP;Anillitos Frutales 200gr Cuisine&co S/tacc;$755,96;;;Precio regular: $3.779,8 x kg
MUTTI;Pure De Tomate Mutti Passata 700 Gr;$6.566,25;;;Precio regular: $9.380,36 x kg
BARILOCHE;Turron Bariloche Mani Crocante Tableta 100 Gr;$862;2x1;Llevando 2: $431.00 c/u;Precio regular: $8.620 x kg
MANTECADAS;Galletitas Mini Mantecadas 170 Grs;$533,89;;;Precio regular: $3.140,53 x kg
ARLISTAN;Café Arlistan Suave Mas Aroma X170g;$3.876;;;Precio regular: $22.800 x kg
TRIX;Trix® Cereal X 230gr;$1.263,32;;;Precio regular: $5.492,7 x kg
KNORR;Sopa Knorr Quick Zapallo Light 46,5g;$734;2do al 70%;Llevando 2: $477,1 c/u;Precio regular: $1.578,49 x 100 gr.
LASFOR;Almohaditas Lasfor Crema Frutilla 200 Grs;$1.102,77;2do al 50%;Llevando 2: $827,08 c/u;Precio regular: $5.513,85 x kg
9 DE ORO;Galleta 9 De Oro Vainilla Relleno Chocolate X 120 Gr;$396;;;Precio regular: $3.300 x kg
MANI KING;Mani King Chef Sabor Limon Y Pimienta X80gr;Llevando 2: $NaN c/u;;;Precio regular: $5.896,75 x kg
FRUTTY;Snack Frutty Manzana Roja Deshidratada X18g;$277,35;2do al 50%;Llevando 2: $208,01 c/u;Precio regular: $1.540,83 x 100 gr.
LA BLANCA;Paté La Blanca 90 Gr;$278;;;Precio regular: $3.088,89 x kg
CUISINE & CO NBE MP;Aceite De Oliva Extra Virgen Cuisine & Co 500;$8.616,02;;;Precio regular: $17.232,04 x lt
CACHAFAZ;Alfajores Chocolate Blanco Cachafaz 6 Unidades 360 Gr;$5.864;;;Precio regular: $16.288,89 x kg
MILKA;Chocolate Con Castañas Milka 155g;$2.272;3x2;Llevando 3: $1514.67 c/u;Precio regular: $14.658,06 x kg
Crisppino;Snack Crisppino Mini Oliva Y Hierbas Bolsa X 50gr;$401,77;;;Precio regular: $803,54 x 100 gr.
HELLMANN´S;Aderezo Hellmanns Vegana X500g;$612;$816;-25%;Precio regular: $1.632 x kg
KELLOGG´S;Cereal Kellogs Choco Krispis 240g;$1.620,69;;;Precio regular: $6.752,88 x kg
DONUTS;Galletitas Donuts Choco Blanco X52g;$757;;;Precio regular: $14.557,69 x kg
BON O BON;Superbolls Bon O Bon X80g;$1.500;2x1;Llevando 2: $750.00 c/u;Precio regular: $18.750 x kg
CUISINE & CO NBE MP;Aceite De Oliva Organico 250ml Cuisine & Co;$6.629,72;;;Precio regular: $26.518,88 x lt
FLYNN PAFF;Gomitas Flynn Paff Tutti Frutti;$182,83;;;Precio regular: $609,43 x 100 gr.
PATAGONIA BERRIES;Dulce Patagonia Berries Frutos Del Bosque 350 Gr;$2.866,19;$4.409,53;-35%;Precio regular: $12.598,66 x kg
GREEN HILLS;Te Green Hills Frutilla X20 Saquitos;$996;;;Precio regular: $2.490 x 100 gr.
AGUILA;Relleno Aguila Nut Avellanas 290g;Llevando 2: $NaN c/u;;;Precio regular: $5.144,83 x kg
TARAGUI;Yerba Mate Taragui 4flex Sin Palo 1kg;$3.019,44;;;Precio regular: $3.019,44 x kg
NIDINA;Nidina® 2 Leche En Polvo X 800gr;$7.558,39;;;Precio regular: $9.447,99 x kg
CUISINE & CO NBE MP;Yerba Mate Con Hierbas C&co 0,5kg;$1.269,36;;;Precio regular: $2.538,72 x kg
