Brand;Description;Final_price;Original_price;Discount;Regular_price;sku
OLIOVITA;Aceite De Oliva Oliovita Gourmet X500ml;$9.542,94;;;Precio regular: $19.085,88 x lt;395052
MANI KING;Mani King Chef Sabor Limon Y Pimienta X80gr;Llevando 2: $NaN c/u;;;Precio regular: $7.362,5 x kg;382926
FRUTTY;Snack Frutty Manzana Roja Deshidratada X18g;$277,35;;;Precio regular: $1.540,83 x 100 gr.;392970
ARCOR;Turrón Arcor De Maní X 80 Gr.;$833;2x1;Llevando 2: $416.50 c/u;Precio regular: $10.412,5 x kg;21692
FLYNN PAFF;Gomitas Flynn Paff Tutti Frutti;$182,83;;;Precio regular: $609,43 x 100 gr.;343565
PATAGONIA BERRIES;Dulce Patagonia Berries Frutilla 350 Gr;Llevando 2: $NaN c/u;;;Precio regular: $9.893,43 x kg;703
CUISINE & CO NBE MP;Aceite De Oliva Organico 250ml Cuisine & Co;$6.629,72;;;Precio regular: $26.518,88 x lt;352426
MANTECADAS;Galletitas Mini Mantecadas 170 Grs;$533,89;;;Precio regular: $3.140,53 x kg;315430
CUISINE & CO NBE MP;Sopa Instantánea Sabor Carne 65 Gr C&co;$1.341;;;Precio regular: $20.630,77 x kg;306819
LA LECHERA;La Lechera® Nutrifuerza X 400gr;Llevando 2: $NaN c/u;;;Precio regular: $6.452,08 x kg;392438
MILKA;Chocolate Con Castañas Milka 155g;$2.272;;;Precio regular: $14.658,06 x kg;25806
ALICANTE;Laurel Alicante Hoja X10g;$864;;;Precio regular: $8.640 x 100 gr.;345494
VERDEFLOR;Yerba Verdeflor Cedron 500grs;Llevando 2: $NaN c/u;;;Precio regular: $2.895,3 x kg;331206
PATAGONIA BERRIES;Dulce Patagonia Berries Frutos Del Bosque 350 Gr;Llevando 2: $NaN c/u;;;Precio regular: $12.598,66 x kg;12643
AGUILA;Relleno Aguila Nut Avellanas 290g;$1.492;;;Precio regular: $5.144,83 x kg;335357
SNUKS;Almohaditas Snuks Rellenas Avellana X240gr;$1.560;;;Precio regular: $6.500 x kg;330874
LA VIRGINIA;Saborizador Alicante Panceta Y Hierb 4s;$721;;;Precio regular: $180,25 x un;336156
LA TRANQUERA;Yerba la Tranquera suave selección especial x500gr;$1.824;;;Precio regular: $3.648 x kg;346022
GREEN HILLS;Te Green Hills Frutilla X20 Saquitos;$996;;;Precio regular: $2.490 x 100 gr.;317173
CADBURY;Chocolate Cadbury Intense 25g;$395;;;Precio regular: $1.580 x 100 gr.;330850
BON O BON;Obleas Bon O Bon Bañadas En Chocolate Blanco 30 Gr;$443;;;Precio regular: $1.476,67 x 100 gr.;19847
DONUTS;Galletitas Donuts Choco Blanco X52g;$757;;;Precio regular: $14.557,69 x kg;349871
CACHAFAZ;Alfajores Chocolate Blanco Cachafaz 6 Unidades 360 Gr;$5.864;;;Precio regular: $16.288,89 x kg;24126
CEREAL MIX;Barra Cereal Mix Placeres Chocolate 23 Gr;$227;;;Precio regular: $986,96 x 100 gr.;10711
GALLO;Risotto Gallo Primavera X240g;$2.496;;;Precio regular: $10.400 x kg;406600
PASEO;Galletitas De Agua Paseo Crackers 300 Gr;$978;;;Precio regular: $3.260 x kg;2246
MAGGI;Maggi® Caldo Carne X 12u.;$359,69;;;Precio regular: $3.155,18 x kg;342713
CUISINE & CO NBE MP;Yerba Mate Con Hierbas C&co 0,5kg;$1.269,36;;;Precio regular: $2.538,72 x kg;385125
QUAKER;Barra Quaker Mousse De Chocolate 180 Gr;$1.270,65;;;Precio regular: $8.145,19 x kg;4535
RONDA;Galletas Ronda Triangulitos X150g;$425;;;Precio regular: $2.833,33 x kg;347302
BAUDUCCO;Pan Blanco Bauducco 400g;$1.155,01;;;Precio regular: $2.887,52 x kg;392387
BON BON;Bon O Bon Chocolinas 270 Gr;$3.302;;;Precio regular: $12.229,63 x kg;237392
LA MOROCHA;Fideos La Morocha Codito X500 Gr;$814,51;;;Precio regular: $1.629,02 x kg;400255
FLYNN PAFF;Gomitas Flynn Paff Surtidas;$195,62;;;Precio regular: $652,07 x 100 gr.;343567
MUTTI;Pure De Tomate Mutti Passata 700 Gr;$6.566,25;;;Precio regular: $9.380,36 x kg;12544
NESCAFE;Nescafé® Dolca Suave X 170gr;$4.263,95;2do al 80%;Llevando 2: $2.558,37 c/u;Precio regular: $25.082,06 x kg;407840
TODDY;Alfajor Toddy Negro Con Ddl X60g;$452,58;;;Precio regular: $754,3 x kg;399935
9 DE ORO;Pepas 9 De Oro Membrillo X500g;$1.587,59;;;Precio regular: $8.819,94 x kg;402199
KELLOGG´S;Cereal Kellogs Choco Krispis 240g;$1.620,69;;;Precio regular: $6.752,88 x kg;386022
9 DE ORO;Galleta 9 De Oro Vainilla Relleno Chocolate X 120 Gr;$396;;;Precio regular: $3.300 x kg;311513
CBSE;Yerba Mate Cbse Jengibre X500;$1.555,85;;;Precio regular: $3.111,7 x kg;331020
KNORR;Salsa De Tomate Deshidratado Knorr X60g;$488;;;Precio regular: $8.133,33 x kg;347282
NESCAFE;Café Nescafe Dolca Cortado Mix X125g;$954,59;;;Precio regular: $7.636,72 x kg;348288
TARAGUI;Yerba Mate Taragui 4flex Sin Palo 1kg;$3.019,44;;;Precio regular: $3.019,44 x kg;318732
CASTELL;Alcaparras Castell 75gr;$3.742,96;;;Precio regular: $49.906,13 x kg;391280
VAUQUITA;Tableta Vauquita Light 4 U;$999,52;;;Precio regular: $11.358,18 x kg;148604
HILERET;Endulzante Hileret Zucra X 200 Sobres;$3.431,68;;;Precio regular: $21.448 x kg;1869
CUISINE & CO NBE MP;Galletitas Mini Marineras Light 220 Gr C;$479,56;;;Precio regular: $2.179,82 x kg;308854
AMANDA;Yerba Mate Amanda Selección Especial 1kg;$2.543;;;Precio regular: $2.543 x kg;26493
CUISINE & CO NBE MP;Galletitas Chocofest Cuisine & Co 170 Gr;$713;;;Precio regular: $4.194,12 x kg;309189
CASALTA;Aceto Casalta Tipo Reduccion X500ml;$5.572,03;;;Precio regular: $11.144,06 x lt;392859
NESTLE;Nestlé® Chocolate Con Maní X 33gr;$280,05;;;Precio regular: $848,64 x 100 gr.;331404
CUISINE & CO NBE MP;Budin Sabor Vainilla 170gr Cuisine&co;Llevando 2: $NaN c/u;;;Precio regular: $5.248,94 x kg;381391
CUISINE & CO NBE MP;Te Mezcla C/sob C&co 25 Saq 37,5 Gr;$688,75;;;Precio regular: $1.836,67 x 100 gr.;385128
EXQUISITA;Cookies Exquisita Vainilla C/chips X300g;$1.194;;;Precio regular: $3.980 x kg;338082
CUISINE & CO NBE MP;Te Boldo C/sob C&co 25 Saq 37,5 Gr;$896,67;;;Precio regular: $2.391,12 x 100 gr.;385126
LA CAMPAGNOLA;Aderezo Ketchup Hot La Campagnola 250 Gr;$416;;;Precio regular: $1.664 x kg;30102
CUISINE & CO NBE MP;Sopa Instantánea Sabor Camarón 65 Gr C&co;$1.341;;;Precio regular: $20.630,77 x kg;306817
CUISINE&CO NBE;Miel De Abejas Cuisine&co 250gr;$1.040,68;;;Precio regular: $4.162,72 x kg;395306
KINDER;Huevo Kinder Joy 2 U;$1.184,27;;;Precio regular: $2.960,68 x 100 gr.;250476
ARCOR;Turrón Arcor De Maní X 280 Gr.;$2.517;2x1;Llevando 2: $1258.50 c/u;Precio regular: $8.989,29 x kg;21934
KNORR;Sopa Knorr Quick Zapallo Light 46,5g;$734;;;Precio regular: $1.578,49 x 100 gr.;387890
HILERET;Endulzante Hileret Mate Liquido X200cc;$934,96;;;Precio regular: $4.674,8 x lt;330434
CUISINE & CO NBE MP;Caballa En Aceite Cuisine & Co 380 Gr;$2.317,49;;;Precio regular: $8.712,37 x kg;344580
ARCOR;Cereales Guardianes Estrella X145g;$685;;;Precio regular: $4.724,14 x kg;382986
LA PARMESANA;Albahaca La Parmesana 20 Gr;$236,22;;;Precio regular: $1.181,1 x 100 gr.;20593
BARILLA;Fideos Barilla Largos De Sémola Spaghettini N°3 500 Gr;$5.868,15;;;Precio regular: $11.736,3 x kg;2960
MILKA;Chocolate Blanco Milka Oreo 155g;$2.509;;;Precio regular: $16.187,1 x kg;25826
VALENTE;Madalenas Chips De Chocolate Valente X 180g;$711;;;Precio regular: $3.950 x kg;387540
SNUKS;Almohaditas Snuks Rellenas Chocolate X240gr;$1.560;;;Precio regular: $6.500 x kg;330877
TARAGUI;Té Taragui Aromático En Saquitos Tilo Silvestre Est 10 Un.;$387,56;;;Precio regular: $38,76 x un;348570
CUISINE & CO NBE MP;Aceite De Oliva Extra Virgen Cuisine & Co 500;$8.616,02;;;Precio regular: $17.232,04 x lt;337887
