Brand;Description;Final_price;Original_price;Discount;Regular_price
CBSE;Yerba Mate Cbse Jengibre X500;$1.555,85;;;Precio regular: $3.111,7 x kg
LA TRANQUERA;Yerba la Tranquera suave selección especial x500gr;$1.824;;;Precio regular: $3.648 x kg
CADBURY;Chocolate Cadbury Intense 25g;$395;;;Precio regular: $1.580 x 100 gr.
FLYNN PAFF;Gomitas Flynn Paff Surtidas;$195,62;;;Precio regular: $652,07 x 100 gr.
VERDEFLOR;Yerba Verdeflor Cedron 500grs;$940,97;$1.447,65;-35%;Precio regular: $2.895,3 x kg
9 DE ORO;Galleta 9 De Oro Vainilla Relleno Chocolate X 120 Gr;$396;;;Precio regular: $3.300 x kg
ARCOR;Turrón Arcor De Maní X 80 Gr.;$833;2x1;Llevando 2: $416.50 c/u;Precio regular: $10.412,5 x kg
GALLO;Risotto Gallo Primavera X240g;$2.496;;;Precio regular: $10.400 x kg
CUISINE & CO NBE MP;Aceite De Oliva Extra Virgen Cuisine & Co 500;$8.616,02;;;Precio regular: $17.232,04 x lt
MAGGI;Maggi® Caldo Carne X 12u.;$359,69;;;Precio regular: $3.155,18 x kg
PASEO;Galletitas De Agua Paseo Crackers 300 Gr;$978;;;Precio regular: $3.260 x kg
CEREAL MIX;Barra Cereal Mix Placeres Chocolate 23 Gr;$227;;;Precio regular: $986,96 x 100 gr.
MUTTI;Pure De Tomate Mutti Passata 700 Gr;$6.566,25;;;Precio regular: $9.380,36 x kg
RONDA;Galletas Ronda Triangulitos X150g;$425;;;Precio regular: $2.833,33 x kg
QUAKER;Barra Quaker Mousse De Chocolate 180 Gr;$1.270,65;;;Precio regular: $8.145,19 x kg
BON BON;Bon O Bon Chocolinas 270 Gr;$3.302;;;Precio regular: $12.229,63 x kg
TODDY;Alfajor Toddy Negro Con Ddl X60g;$452,58;;;Precio regular: $754,3 x kg
CUISINE & CO NBE MP;Galletitas Chocofest Cuisine & Co 170 Gr;$713;;;Precio regular: $4.194,12 x kg
LA PARMESANA;Albahaca La Parmesana 20 Gr;$236,22;;;Precio regular: $1.181,1 x 100 gr.
TARAGUI;Yerba Mate Taragui 4flex Sin Palo 1kg;$3.019,44;;;Precio regular: $3.019,44 x kg
NESCAFE;Café Nescafe Dolca Cortado Mix X125g;$954,59;;;Precio regular: $7.636,72 x kg
NESCAFE;Nescafé® Dolca Suave X 170gr;$4.263,95;2x1;Llevando 2: $2131.97 c/u;Precio regular: $25.082,06 x kg
CUISINE & CO NBE MP;Galletitas Mini Marineras Light 220 Gr C;$479,56;;;Precio regular: $2.179,82 x kg
